1.0 	83 	0.1 	1.0 	1.3 	1.0 	1e-06 	3 	5.8e-05 	0 	0 	83 	
1.0 	83 	0.1 	1.0 	1.5 	1.0 	1e-06 	3 	5.8e-05 	0 	0 	83 	
13.0 	28 	0.1 	1.0 	2.0 	1.0 	1e-06 	8 	0.048285 	0 	0 	84 	
9.0 	33 	0.1 	1.0 	2.0 	1.0 	1e-06 	8 	0.04948 	0 	0 	66 	
17.0 	28 	0.1 	1.0 	1.5 	1.0 	1e-06 	13 	0.08642 	999 	0 	196 	
5.0 	18 	0.1 	1.0 	1.3 	1.0 	1e-06 	13 	0.095455 	999 	0 	126 	
13.0 	43 	0.1 	1.0 	2.0 	1.0 	1e-06 	18 	0.097036 	2999 	1000 	215 	
13.0 	48 	0.1 	1.0 	1.5 	1.0 	1e-06 	18 	0.099701 	2999 	1000 	240 	
5.0 	23 	0.1 	1.0 	1.1 	1.0 	1e-06 	23 	0.091445 	10998 	0 	299 	
9.0 	38 	0.1 	1.0 	1.3 	1.0 	1e-06 	23 	0.089176 	11998 	0 	342 	
5.0 	18 	0.1 	1.0 	1.1 	1.0 	1e-06 	28 	0.093095 	18997 	0 	360 	
9.0 	8 	0.1 	1.0 	1.05 	1.0 	1e-06 	28 	0.099029 	19997 	0 	472 	
9.0 	88 	0.1 	1.0 	1.3 	1.0 	1e-06 	33 	0.093207 	34995 	0 	616 	
9.0 	73 	0.1 	1.0 	1.5 	1.0 	1e-06 	33 	0.099948 	34995 	0 	584 	
9.0 	78 	0.1 	1.0 	1.3 	1.0 	1e-06 	38 	0.094839 	62991 	999 	858 	
9.0 	38 	0.1 	1.0 	1.1 	1.0 	1e-06 	38 	0.097373 	63991 	1000 	874 	
5.0 	83 	0.1 	1.0 	1.3 	1.0 	1e-06 	43 	0.093833 	69990 	1000 	747 	
5.0 	38 	0.1 	1.0 	1.05 	1.0 	1e-06 	43 	0.098679 	74989 	1000 	798 	
9.0 	63 	0.1 	1.0 	1.3 	1.0 	1e-06 	48 	0.099882 	118982 	0 	1008 	
5.0 	53 	0.1 	1.0 	1.1 	1.0 	1e-06 	48 	0.088617 	132980 	0 	1007 	
5.0 	33 	0.1 	1.0 	1.05 	1.0 	1e-06 	53 	0.099739 	131980 	0 	924 	
5.0 	18 	0.1 	1.0 	1.05 	1.0 	1e-06 	53 	0.099993 	134980 	0 	936 	
5.0 	48 	0.1 	1.0 	1.1 	1.0 	1e-06 	58 	0.098555 	241963 	0 	1392 	
5.0 	88 	0.1 	1.0 	1.1 	1.0 	1e-06 	58 	0.098069 	259961 	0 	1496 	
9.0 	18 	0.1 	1.0 	1.05 	1.0 	1e-06 	63 	0.098027 	282957 	0 	1368 	
5.0 	43 	0.1 	1.0 	1.1 	1.0 	1e-06 	63 	0.097511 	285956 	0 	1376 	
1.0 	83 	0.1 	1.0 	1.05 	1.0 	1e-06 	68 	0.095139 	416937 	0 	1743 	
5.0 	83 	0.1 	1.0 	1.1 	1.0 	1e-06 	68 	0.095961 	419936 	1000 	1743 	
1.0 	93 	0.1 	1.0 	1.05 	1.0 	1e-06 	73 	0.095627 	561914 	0 	2046 	
9.0 	63 	0.1 	1.0 	1.1 	1.0 	1e-06 	73 	0.096929 	587910 	1000 	2142 	
5.0 	98 	0.1 	1.0 	1.1 	1.0 	1e-06 	78 	0.099469 	727889 	2000 	2058 	
5.0 	88 	0.1 	1.0 	1.1 	1.0 	1e-06 	78 	0.096353 	734888 	0 	2288 	
5.0 	78 	0.1 	1.0 	1.1 	1.0 	1e-06 	83 	0.099279 	786880 	0 	2028 	
1.0 	93 	0.1 	1.0 	1.05 	1.0 	1e-06 	83 	0.097863 	787880 	1000 	2232 	
5.0 	68 	0.1 	1.0 	1.1 	1.0 	1e-06 	88 	0.099799 	1082836 	1000 	2448 	
5.0 	48 	0.1 	1.0 	1.05 	1.0 	1e-06 	88 	0.0995 	1086835 	0 	2736 	
1.0 	73 	0.1 	1.0 	1.05 	1.0 	1e-06 	93 	0.098446 	947856 	0 	2044 	
1.0 	98 	0.1 	1.0 	1.05 	1.0 	1e-06 	93 	0.097905 	949856 	0 	1960 	
5.0 	43 	0.1 	1.0 	1.05 	1.0 	1e-06 	98 	0.099479 	1473776 	0 	2623 	
17.0 	73 	0.1 	1.0 	1.1 	1.0 	1e-06 	98 	0.097393 	1516770 	0 	2993 	
