10000 	71.0 	1 	nan 	3000 	2000 	10000 	
10000 	51.0 	1 	nan 	3999 	0 	10000 	
10000 	41.0 	6 	0.047356 	0 	0 	22 	
10000 	31.0 	6 	0.062197 	0 	0 	12 	
10000 	31.0 	11 	0.091957 	1000 	0 	58 	
10000 	41.0 	11 	0.086746 	1999 	0 	84 	
10000 	21.0 	16 	0.091496 	5999 	0 	133 	
10000 	51.0 	16 	0.09559 	5999 	0 	151 	
10000 	71.0 	21 	0.099453 	21996 	0 	278 	
10000 	21.0 	21 	0.09907 	23996 	0 	345 	
10000 	31.0 	26 	0.095907 	61991 	0 	580 	
10000 	51.0 	26 	0.098104 	61991 	0 	578 	
10000 	41.0 	31 	0.09535 	110983 	0 	830 	
10000 	21.0 	31 	0.099195 	123981 	0 	958 	
10000 	31.0 	36 	0.0988 	273959 	0 	1564 	
10000 	21.0 	36 	0.099149 	291956 	0 	1712 	
10000 	91.0 	41 	0.099833 	527920 	0 	2242 	
10000 	71.0 	41 	0.09806 	543918 	1000 	2429 	
10000 	91.0 	46 	0.099994 	722890 	0 	2548 	
10000 	11.0 	46 	0.099902 	757885 	0 	2643 	
10000 	21.0 	51 	0.097971 	774883 	1000 	2328 	
10000 	31.0 	51 	0.098713 	969853 	0 	2710 	
10000 	11.0 	56 	0.099912 	1436782 	1000 	3514 	
10000 	71.0 	56 	0.099032 	1619754 	0 	3902 	
10000 	41.0 	61 	0.099495 	2513618 	2000 	5086 	
10000 	61.0 	61 	0.098378 	2560611 	0 	5136 	
10000 	31.0 	66 	0.099811 	2573609 	1000 	4502 	
10000 	51.0 	66 	0.099437 	2867564 	0 	4864 	
10000 	21.0 	71 	0.09979 	3658444 	999 	5626 	
10000 	51.0 	71 	0.099649 	4557307 	3000 	6771 	
10000 	11.0 	76 	0.099968 	5573152 	1999 	7451 	
10000 	41.0 	76 	0.09988 	6194058 	0 	8095 	
10000 	21.0 	81 	0.099981 	5835113 	2999 	6786 	
10000 	1.0 	81 	0.323084 	8252745 	3000 	10000 	
10000 	1.0 	86 	0.339347 	9431566 	3000 	10000 	
10000 	31.0 	86 	0.136464 	9685528 	4999 	10000 	
10000 	21.0 	91 	0.156576 	11487253 	2000 	10000 	
10000 	41.0 	91 	0.182265 	11494252 	4000 	10000 	
10000 	21.0 	96 	0.111573 	13702916 	5999 	10000 	
10000 	31.0 	96 	0.172663 	13704916 	3999 	10000 	
