1.0 	93 	0.1 	1.0 	1.1 	1.0 	1e-06 	3 	0.000381 	0 	0 	93 	
1.0 	93 	0.1 	1.0 	1.3 	1.0 	1e-06 	3 	0.000381 	0 	1000 	93 	
13.0 	33 	0.1 	1.0 	2.0 	1.0 	1e-06 	8 	0.018687 	0 	0 	99 	
9.0 	78 	0.1 	1.0 	1.3 	1.0 	1e-06 	8 	0.026819 	0 	0 	156 	
5.0 	48 	0.1 	1.0 	1.5 	1.0 	1e-06 	13 	0.032416 	999 	0 	144 	
5.0 	48 	0.1 	1.0 	2.0 	1.0 	1e-06 	13 	0.061623 	999 	0 	96 	
5.0 	38 	0.1 	1.0 	1.5 	1.0 	1e-06 	18 	0.097515 	2999 	0 	152 	
5.0 	73 	0.1 	1.0 	1.5 	1.0 	1e-06 	18 	0.099041 	2999 	0 	146 	
9.0 	18 	0.1 	1.0 	1.3 	1.0 	1e-06 	23 	0.095505 	5999 	0 	198 	
9.0 	28 	0.1 	1.0 	1.5 	1.0 	1e-06 	23 	0.098524 	5999 	0 	196 	
9.0 	48 	0.1 	1.0 	1.5 	1.0 	1e-06 	28 	0.098645 	17998 	0 	336 	
5.0 	23 	0.1 	1.0 	1.05 	1.0 	1e-06 	28 	0.09965 	18997 	0 	483 	
5.0 	23 	0.1 	1.0 	1.1 	1.0 	1e-06 	33 	0.097382 	20997 	1000 	322 	
5.0 	53 	0.1 	1.0 	1.3 	1.0 	1e-06 	33 	0.096626 	23997 	0 	318 	
9.0 	98 	0.1 	1.0 	1.5 	1.0 	1e-06 	38 	0.092051 	49993 	0 	686 	
5.0 	43 	0.1 	1.0 	1.3 	1.0 	1e-06 	38 	0.095925 	49993 	0 	559 	
5.0 	53 	0.1 	1.0 	1.1 	1.0 	1e-06 	43 	0.093452 	71989 	0 	742 	
9.0 	83 	0.1 	1.0 	1.5 	1.0 	1e-06 	43 	0.098483 	71989 	0 	747 	
5.0 	53 	0.1 	1.0 	1.3 	1.0 	1e-06 	48 	0.098212 	66990 	1000 	583 	
9.0 	43 	0.1 	1.0 	1.3 	1.0 	1e-06 	48 	0.098338 	70989 	0 	602 	
13.0 	78 	0.1 	1.0 	1.3 	1.0 	1e-06 	53 	0.091509 	130980 	1000 	858 	
5.0 	18 	0.1 	1.0 	1.05 	1.0 	1e-06 	53 	0.098454 	131980 	0 	900 	
1.0 	88 	0.1 	1.0 	1.05 	1.0 	1e-06 	58 	0.099646 	167975 	0 	968 	
5.0 	28 	0.1 	1.0 	1.1 	1.0 	1e-06 	58 	0.099384 	169974 	0 	980 	
5.0 	48 	0.1 	1.0 	1.1 	1.0 	1e-06 	63 	0.098788 	204969 	0 	1008 	
5.0 	88 	0.1 	1.0 	1.3 	1.0 	1e-06 	63 	0.091926 	206969 	0 	968 	
5.0 	98 	0.1 	1.0 	1.1 	1.0 	1e-06 	68 	0.08836 	284957 	0 	1176 	
1.0 	98 	0.1 	1.0 	1.05 	1.0 	1e-06 	68 	0.090795 	292955 	0 	1176 	
13.0 	53 	0.1 	1.0 	1.1 	1.0 	1e-06 	73 	0.098717 	503923 	0 	1855 	
9.0 	38 	0.1 	1.0 	1.1 	1.0 	1e-06 	73 	0.099059 	504923 	0 	1710 	
5.0 	98 	0.1 	1.0 	1.3 	1.0 	1e-06 	78 	0.096571 	429934 	0 	1372 	
5.0 	28 	0.1 	1.0 	1.05 	1.0 	1e-06 	78 	0.098945 	434934 	0 	1400 	
5.0 	48 	0.1 	1.0 	1.1 	1.0 	1e-06 	83 	0.098677 	444933 	0 	1152 	
5.0 	53 	0.1 	1.0 	1.1 	1.0 	1e-06 	83 	0.092914 	450931 	0 	1219 	
9.0 	53 	0.1 	1.0 	1.1 	1.0 	1e-06 	88 	0.094878 	714891 	2000 	1749 	
1.0 	83 	0.1 	1.0 	1.05 	1.0 	1e-06 	88 	0.098697 	735888 	0 	1826 	
1.0 	88 	0.1 	1.0 	1.05 	1.0 	1e-06 	93 	0.093008 	823875 	0 	1848 	
5.0 	88 	0.1 	1.0 	1.1 	1.0 	1e-06 	93 	0.093385 	897863 	1000 	1848 	
5.0 	63 	0.1 	1.0 	1.1 	1.0 	1e-06 	98 	0.098101 	1047840 	0 	2016 	
5.0 	38 	0.1 	1.0 	1.05 	1.0 	1e-06 	98 	0.097609 	1096833 	0 	2090 	
