# i 	s 	L 		u 	S 	I 	
1000 	174 	0.094239 	87987 	0 	18 	
1000 	174 	0.098882 	63990 	1000 	13 	
1000 	175 	0.091952 	67990 	1000 	14 	
1000 	175 	0.098955 	106984 	1000 	22 	
1000 	175 	0.094227 	68989 	0 	14 	
1000 	175 	0.098821 	78988 	0 	16 	
1000 	176 	0.096977 	70989 	0 	14 	
1000 	176 	0.098227 	104984 	0 	21 	
1000 	176 	0.098516 	120982 	3000 	25 	
1000 	177 	0.095841 	110983 	0 	22 	
1000 	177 	0.095768 	65990 	1000 	13 	
1000 	177 	0.095584 	114982 	0 	23 	
1000 	178 	0.098227 	88986 	0 	17 	
1000 	178 	0.095569 	72989 	0 	14 	
1000 	178 	0.091761 	87986 	1000 	17 	
1000 	178 	0.096894 	103984 	0 	20 	
1000 	179 	0.096092 	84988 	2000 	17 	
1000 	179 	0.099525 	146977 	0 	29 	
1000 	179 	0.094915 	75988 	1000 	15 	
1000 	180 	0.099427 	100985 	0 	19 	
1000 	180 	0.093112 	110983 	1000 	21 	
1000 	180 	0.098636 	107983 	0 	20 	
1000 	181 	0.098157 	73989 	1000 	14 	
1000 	181 	0.08781 	54991 	0 	10 	
1000 	181 	0.090363 	126981 	0 	24 	
1000 	181 	0.09839 	99984 	1000 	19 	
1000 	182 	0.093608 	98985 	0 	18 	
1000 	182 	0.099938 	102984 	1000 	19 	
1000 	182 	0.098009 	61990 	1000 	11 	
1000 	183 	0.094031 	86987 	0 	16 	
1000 	183 	0.096375 	143978 	0 	27 	
1000 	183 	0.09169 	85987 	1000 	16 	
1000 	184 	0.096689 	63990 	2000 	12 	
1000 	184 	0.096704 	140978 	0 	26 	
1000 	184 	0.098533 	161975 	1000 	30 	
1000 	184 	0.093554 	123982 	1000 	23 	
1000 	185 	0.095679 	93986 	0 	17 	
1000 	185 	0.093409 	124981 	1000 	23 	
1000 	185 	0.093431 	61990 	0 	11 	
1000 	186 	0.098804 	82987 	2000 	15 	
1000 	186 	0.090516 	89986 	1000 	16 	
1000 	186 	0.099333 	71989 	2000 	13 	
1000 	187 	0.094615 	100984 	0 	18 	
1000 	187 	0.096144 	106983 	0 	19 	
1000 	187 	0.098177 	79988 	0 	14 	
1000 	187 	0.099922 	67990 	1000 	12 	
1000 	188 	0.093987 	112983 	0 	20 	
1000 	188 	0.094942 	113983 	0 	20 	
1000 	188 	0.097559 	106984 	1000 	19 	
1000 	189 	0.099634 	130980 	0 	23 	
1000 	189 	0.094844 	84988 	1000 	15 	
1000 	189 	0.096349 	96985 	0 	17 	
1000 	190 	0.099116 	102984 	1000 	18 	
1000 	190 	0.097883 	110984 	0 	19 	
1000 	190 	0.097192 	98985 	1000 	17 	
1000 	190 	0.099413 	103985 	0 	18 	
1000 	191 	0.099917 	97985 	2999 	17 	
1000 	191 	0.098344 	175973 	1000 	30 	
1000 	191 	0.099405 	88986 	999 	15 	
1000 	192 	0.098353 	154976 	1000 	26 	
1000 	192 	0.097577 	84987 	1000 	14 	
1000 	192 	0.094885 	120982 	0 	20 	
1000 	193 	0.095722 	89986 	0 	15 	
1000 	193 	0.097018 	101984 	0 	17 	
1000 	193 	0.099082 	113983 	0 	19 	
1000 	193 	0.095614 	83988 	0 	14 	
1000 	194 	0.094446 	119982 	0 	20 	
1000 	194 	0.097644 	95986 	1000 	16 	
1000 	194 	0.096353 	94986 	2000 	16 	
1000 	195 	0.099117 	122982 	1000 	20 	
1000 	195 	0.08929 	75989 	0 	12 	
1000 	195 	0.096977 	117982 	0 	19 	
1000 	196 	0.099725 	117983 	1000 	19 	
1000 	196 	0.092399 	98985 	1000 	16 	
1000 	196 	0.088059 	111983 	0 	18 	
1000 	196 	0.098878 	148978 	0 	24 	
1000 	197 	0.092617 	125981 	0 	20 	
1000 	197 	0.09122 	75988 	0 	12 	
1000 	197 	0.097255 	143978 	0 	23 	
1000 	198 	0.0982 	87987 	1000 	14 	
1000 	198 	0.096186 	71989 	0 	11 	
1000 	198 	0.097629 	94986 	0 	15 	
1000 	199 	0.092388 	83988 	1000 	13 	
1000 	199 	0.093731 	165975 	0 	26 	
1000 	199 	0.092458 	139979 	1000 	22 	
1000 	199 	0.098126 	144978 	1000 	23 	
1000 	200 	0.098535 	118982 	3000 	19 	
1000 	200 	0.091443 	109983 	0 	17 	
1000 	200 	0.098871 	123981 	2000 	19 	
1000 	201 	0.091532 	79988 	0 	12 	
1000 	201 	0.094861 	114983 	1000 	18 	
