x
l 44 2 
0.334853,-1.600090
-0.618787,2.652388
0.961203,4.501291
2.918936,-1.096332
-1.272093,2.142541
2.287562,1.589159
-2.200771,1.939059
-2.308444,3.635077
5.671494,3.900425
4.274645,-0.259414
-1.013207,5.092373
-0.672853,2.786371
0.484048,1.539711
-3.733691,8.186330
-5.435479,2.303226
-0.011888,4.731028
1.718407,5.717330
-2.079573,1.542564
-1.821367,1.093428
-0.176160,-2.605893
1.909678,7.211244
6.738046,-1.022899
5.671524,3.301039
1.384156,-3.805362
10.160666,4.461581
-1.868776,0.779902
0.481245,2.717307
-1.141192,3.735381
3.267526,3.631376
1.462794,4.061016
2.816728,6.420661
4.115403,0.683095
0.394768,-1.506076
1.665561,2.081279
-1.031755,7.287996
1.484800,1.152215
-2.956882,9.472180
5.347561,1.873932
5.341771,3.332096
7.314521,1.018854
0.691557,2.233170
-0.456008,7.173934
5.569494,0.725537
3.439536,6.186486
d
l 44 44 
0.000000,5.855592,1.066086,30.605542,15.250756,5.120547,2.730327,15.365899,49.775887,19.033617,41.063043,248.784804,91.690321,88.821165,62.011408,33.519193,90.826854,24.144484,33.610406,38.050010,84.293128,55.728115,94.401857,114.887861,191.557027,77.156993,68.728880,178.115369,134.738323,155.227500,440.094433,217.819578,74.288471,191.929210,248.262778,107.757839,109.041514,132.422858,189.923383,250.661354,167.086710,182.111171,438.653011,362.637858
5.855592,0.000000,2.771228,12.690739,26.159096,25.238357,19.466205,69.779883,160.666308,70.329335,288.602180,346.485788,130.114771,206.316376,126.807621,40.780618,42.915878,12.398016,24.545234,28.850718,56.269766,51.000418,104.560741,182.234305,92.348051,104.537399,72.846267,208.943098,144.065332,282.245054,498.533891,248.911927,92.784384,143.718997,334.611285,91.797973,305.712468,129.885245,167.738396,354.241645,185.104786,511.698653,743.285419,535.369245
1.066086,2.771228,0.000000,22.546209,18.114116,22.721742,8.937764,84.117480,50.036593,48.467865,278.713214,314.648387,171.592109,146.541028,147.706734,47.140221,98.559622,25.034044,32.480021,29.125949,126.341623,81.398203,193.421094,185.464566,125.587660,102.438962,128.091388,261.695682,386.554967,214.092326,399.167176,355.331872,273.460118,355.144301,217.404221,111.747604,261.104305,135.750377,105.722312,523.283366,319.014528,514.780929,959.355421,525.749317
30.605542,12.690739,22.546209,0.000000,2.383607,8.716140,9.698274,34.568551,60.607663,91.939878,358.906332,377.821262,232.477078,142.868579,56.721771,46.356969,92.352816,14.518969,27.942076,52.932974,58.766663,29.259073,74.334881,234.332170,175.237759,68.636898,59.330519,165.924712,229.920333,361.300751,803.513088,412.352187,146.169279,208.437349,307.893168,93.096411,143.887597,161.407635,184.247188,353.293814,318.159915,414.352212,747.870181,623.382674
15.250756,26.159096,18.114116,2.383607,0.000000,8.499506,1.470246,22.001709,27.563693,34.172027,170.531439,245.375985,62.937877,33.951939,49.690128,19.750196,37.353869,30.179929,23.810295,18.789489,43.700878,62.996599,53.252478,86.114959,57.244373,31.672210,41.811360,121.133148,234.123384,222.907769,393.814824,169.310486,155.620289,111.397839,209.020366,77.102425,265.226409,90.854575,30.963322,218.297099,90.120851,229.557832,356.546927,464.185287
5.120547,25.238357,22.721742,8.716140,8.499506,0.000000,1.899284,14.219945,22.388741,33.791142,130.024060,117.586318,32.855989,53.768482,25.924936,48.115454,61.190311,27.207527,34.988491,35.202653,55.609923,33.223405,29.589616,64.709180,87.728946,24.141003,30.284830,60.821113,50.107683,45.351849,168.597970,228.715712,56.470434,120.014588,225.374116,101.884993,389.349638,174.683476,112.009800,136.946476,111.590539,124.450173,338.528063,172.596174
2.730327,19.466205,8.937764,9.698274,1.470246,1.899284,0.000000,15.868629,40.888655,65.729169,51.005758,122.102695,112.748060,96.719078,71.768874,30.286458,65.418345,25.570117,74.510326,28.971711,65.525806,42.473409,90.532654,98.135495,134.740776,56.963018,62.163417,101.025853,57.543863,125.427856,121.618270,206.324359,89.512899,323.811124,362.001011,155.381179,203.730097,244.676328,135.388568,251.563825,150.936495,221.976692,334.838671,297.463664
15.365899,69.779883,84.117480,34.568551,22.001709,14.219945,15.868629,0.000000,9.734950,18.900341,59.472834,112.072354,31.044956,30.651552,49.251765,45.329649,73.124901,50.710789,74.010162,32.684454,73.540112,26.051029,53.953114,44.220028,35.922293,57.186886,53.796193,43.595447,39.516993,46.126830,123.726584,115.136827,47.234508,165.304916,245.936437,155.540865,414.989922,103.372699,96.476285,145.885600,170.301779,115.636042,272.445851,186.656909
49.775887,160.666308,50.036593,60.607663,27.563693,22.388741,40.888655,9.734950,0.000000,0.532147,12.032396,19.171264,27.549685,13.566104,64.213885,43.274414,104.600800,148.930366,79.369975,88.981172,166.020333,43.170175,109.778310,64.931393,51.135762,22.290528,26.061717,40.264325,51.057471,25.463724,86.319690,194.910809,129.330785,192.074538,282.874944,323.926846,427.891916,92.495220,158.557748,183.980673,177.268420,84.100052,95.625075,116.846207
19.033617,70.329335,48.467865,91.939878,34.172027,33.791142,65.729169,18.900341,0.532147,0.000000,13.535026,32.441506,28.609803,19.347927,25.487550,51.553417,94.913728,63.153574,127.160820,72.975419,111.327130,50.583532,47.822999,70.932296,49.297069,62.157888,47.789408,22.470009,23.790422,54.126014,33.661441,72.799473,76.959823,161.566229,227.614696,160.165826,673.952511,151.496903,88.841487,164.069159,93.781522,60.164912,133.223936,141.499015
