# i 	s 	L 		u 	S 	I 	
1000 	173 	0.099286 	832873 	1000 	176 	
1000 	174 	0.099536 	239963 	0 	50 	
1000 	174 	0.096856 	302954 	1000 	64 	
1000 	174 	0.093712 	379943 	1000 	80 	
1000 	175 	0.093522 	352947 	1000 	74 	
1000 	175 	0.095267 	212967 	0 	42 	
1000 	175 	0.095845 	351947 	2000 	74 	
1000 	175 	0.095286 	308953 	1000 	65 	
1000 	176 	0.09864 	286956 	0 	59 	
1000 	176 	0.096167 	190971 	0 	39 	
1000 	176 	0.094587 	205969 	0 	42 	
1000 	177 	0.09587 	337949 	2000 	69 	
1000 	177 	0.093122 	319951 	999 	65 	
1000 	177 	0.096738 	178972 	1000 	36 	
1000 	178 	0.09294 	307954 	1000 	61 	
1000 	178 	0.094859 	308953 	0 	61 	
1000 	178 	0.092371 	290956 	1000 	55 	
1000 	178 	0.099308 	338948 	1000 	67 	
1000 	179 	0.099994 	263960 	0 	51 	
1000 	179 	0.099913 	169975 	0 	34 	
1000 	179 	0.099681 	202970 	2000 	41 	
1000 	180 	0.093825 	366944 	0 	70 	
1000 	180 	0.098322 	282957 	0 	53 	
1000 	180 	0.097118 	202969 	2000 	39 	
1000 	181 	0.097413 	322951 	1000 	62 	
1000 	181 	0.094497 	554915 	0 	107 	
1000 	181 	0.095847 	260960 	1000 	50 	
1000 	181 	0.092618 	240964 	0 	46 	
1000 	182 	0.096746 	170974 	2000 	32 	
1000 	182 	0.09605 	719890 	1000 	131 	
1000 	182 	0.096505 	235964 	1000 	44 	
1000 	183 	0.097568 	278958 	2000 	53 	
1000 	183 	0.099468 	616907 	1000 	118 	
1000 	183 	0.093886 	352946 	0 	67 	
1000 	184 	0.098455 	323951 	1000 	61 	
1000 	184 	0.097527 	308953 	0 	58 	
1000 	184 	0.096375 	624905 	0 	118 	
1000 	184 	0.095779 	180973 	1000 	34 	
1000 	185 	0.094241 	216967 	1000 	40 	
1000 	185 	0.097634 	260960 	2000 	49 	
1000 	185 	0.09822 	541917 	2000 	100 	
1000 	186 	0.094372 	373943 	0 	68 	
1000 	186 	0.095263 	236964 	1000 	43 	
1000 	186 	0.094873 	224966 	1000 	41 	
1000 	187 	0.099417 	256961 	1000 	47 	
1000 	187 	0.09693 	258961 	0 	47 	
1000 	187 	0.098518 	285956 	0 	52 	
1000 	187 	0.09262 	469929 	0 	86 	
1000 	188 	0.096123 	436933 	1000 	79 	
1000 	188 	0.094275 	321951 	1000 	58 	
1000 	188 	0.096618 	378943 	0 	68 	
1000 	189 	0.095035 	242963 	1000 	40 	
1000 	189 	0.092583 	378943 	0 	67 	
1000 	189 	0.091099 	243963 	0 	42 	
1000 	190 	0.097952 	463930 	0 	79 	
1000 	190 	0.094626 	363945 	3000 	63 	
1000 	190 	0.097012 	307954 	0 	54 	
1000 	190 	0.099051 	462930 	0 	82 	
1000 	191 	0.0971 	325951 	0 	56 	
1000 	191 	0.099246 	256961 	0 	44 	
1000 	191 	0.099321 	467929 	1000 	81 	
1000 	192 	0.095746 	238964 	0 	40 	
1000 	192 	0.099073 	403939 	0 	68 	
1000 	192 	0.099572 	285957 	0 	48 	
1000 	193 	0.099583 	662900 	0 	107 	
1000 	193 	0.097879 	645902 	0 	111 	
1000 	193 	0.098967 	210968 	2000 	36 	
1000 	193 	0.09861 	240963 	0 	41 	
1000 	194 	0.097569 	466929 	1000 	75 	
1000 	194 	0.099596 	716891 	0 	122 	
1000 	194 	0.092619 	282957 	1000 	48 	
1000 	195 	0.0969 	346947 	0 	56 	
1000 	195 	0.09641 	358946 	999 	58 	
1000 	195 	0.095174 	544917 	1000 	90 	
1000 	196 	0.098474 	450931 	999 	74 	
1000 	196 	0.098498 	274958 	0 	43 	
1000 	196 	0.095865 	394940 	0 	61 	
1000 	196 	0.099731 	308953 	1000 	48 	
1000 	197 	0.090295 	301954 	0 	47 	
1000 	197 	0.094272 	305953 	0 	48 	
1000 	197 	0.088884 	495925 	1000 	76 	
1000 	198 	0.090751 	370944 	3000 	59 	
1000 	198 	0.098469 	293955 	1000 	46 	
1000 	198 	0.096976 	437933 	0 	70 	
1000 	199 	0.097475 	303954 	2999 	48 	
1000 	199 	0.095584 	408938 	2000 	63 	
1000 	199 	0.095768 	504923 	0 	77 	
1000 	199 	0.094973 	355946 	2000 	57 	
